id;exemplo1;explicacao1;exemplo2;explicacao2;exemplo3;explicacao3;exemplo4;explicacao4;
50;Richie: Lorde Xylon é o verdadeiro governante do universo. Toby: Por que você acha isso? Richie: É evidente.;As pessoas frequentemente confundem seus próprios sentimentos e interpretações subjetivos com evidências. Richie pode acreditar que Lord Xylon é o verdadeiro governante do universo, mas sua crença não pode ser usada como evidência.;Sara: Nenhum ser humano deveria matar outro ser humano. Dottie: Por que não? Sara: É evidente.;A falácia está na alegação implícita de que o argumento não precisa de evidência ou explicação porque é ""auto-evidente"". ;;;;;
51;Você não está cansado da divisão política neste país? Os republicanos sabem do que estão falando quando se trata de imigração. Você não concorda?;Esta é uma maneira inteligente de fazer com que alguém concorde com sua reivindicação. O argumentador começou apresentando uma ideia comum que muitas pessoas desprezam - divisão política (coisa Y). Em seguida, fez uma reivindicação (reivindicação X) na qual a pessoa teria que mostrar divisão política para rejeitar, com efeito, fazendo com que a pessoa substituísse a razão por despeito na ideia de divisão política.;Jon: Por que eu deveria me preocupar em me exercitar enquanto minha esposa está de férias se enchendo de comida?;As razões para o exercício são independentes das ações da esposa de Jon. A alegação aqui é que Jon não deveria se preocupar em se exercitar. A afirmação está associada à ideia de que sua esposa está ""enchendo a cara de comida"" (algo que Jon sente rancor). Jon conclui que não deve se exercitar. Se Jon estivesse usando a razão em vez da emoção do despeito, ele encontraria outro motivo para não se exercitar - como o fato de estar muito atrasado nas reprises de The Golden Girls. ;;;;;
52;Anthony: Você sabe o que há de errado conosco hoje? Pensamos demais! Precisamos agir mais com o coração e a intuição! Hoje é o primeiro dia do resto da sua vida! Inscreva-se no meu programa de 30 dias agora por apenas $ 999,99! Público: (Aplausos incontroláveis).;É uma técnica de persuasão comum levar as pessoas a um estado emocional e fazer com que tomem uma decisão emocional nesse estado. Isso é exatamente o que Anthony está fazendo aqui enquanto mina a importância do pensamento crítico.;Político: O outro cara gosta de jogar estatísticas e dados para mostrar o quanto a economia melhorou. Mas dados e estatísticas não alimentam nossos filhos. Você sente isso. A economia piorou! Sentimentos são mais importantes que fatos.;Há aqui um forte apelo emocional acompanhado da desvalorização das estatísticas e dos dados (ou seja, dos fatos) em favor dos sentimentos para responder a uma pergunta objetiva: a economia melhorou?;;;;;
53;Dave: Por cinco gerações, os homens de nossa família foram para Stanford e se tornaram médicos, enquanto as mulheres se casaram e criaram filhos. Portanto, é meu dever me tornar um médico. Kaitlin: Você quer se tornar um médico? Dave: Não importa - é a tradição da nossa família. Quem sou eu para quebrá-lo?;Assim como são necessárias pessoas para iniciar tradições, são necessárias pessoas para encerrá-las. Uma tradição não é uma razão para ação – é como assistir ao mesmo filme repetidamente, mas nunca se perguntar por que você deve continuar assistindo.;O casamento tem sido tradicionalmente entre um homem e uma mulher, portanto, o casamento gay não deve ser permitido.;Muitas vezes as tradições derivam de crenças religiosas e/ou arcaicas, e até que as pessoas questionem a lógica e o raciocínio por trás de tais tradições, as pessoas que são afetadas negativamente por tais tradições continuarão a sofrer. Só porque era aceitável em culturas e tempos passados, não significa que seja aceitável hoje. Pense em racismo, sexismo, escravidão e punição corporal.;;;;;
54;Li no Wall Street Journal que barriga de porco é um bom investimento. Então, eu poderia pedir emprestado um milhão de dólares para investir?;O Wall Street Journal pode razoavelmente ser visto como uma fonte confiável (não importa se você concorda ou não, contanto que o argumentador pense que sim). Nesse caso, a informação parece ser mais uma opinião do que um fato – e uma previsão de investimento, que por sua natureza é arriscada e, portanto, seu valor de verdade é questionável.;Cindy: Li no Global Enquirer que Bingo Kelly, a famosa estrela de cinema, está em reabilitação. Jack: Isso é poppycock! Você não pode confiar no Global Enquirer mais do que pode confiar em uma criança com uma pistola de pregos.;O Global Enquirer pode não ser conhecido por seu jornalismo de alta qualidade e reportagens verdadeiras. No entanto, mesmo as fontes menos confiáveis às vezes compartilham informações verdadeiras. Embora possa ser uma boa heurística (regra de ouro) ser altamente cético em relação a quaisquer alegações de uma fonte não confiável, tais alegações não podem ser descartadas com tanta confiança sem um bom motivo.;;;;;
55;Tom: Pretendo me acorrentar à escavadeira para que não derrubem o centro de idosos. Judy: Isso é simplesmente errado. Você vai ser preso. Não seja uma pessoa má!;A desobediência civil é apenas um exemplo de algo que é ilegal, mas não precisa ser imoral. As leis são criadas por muitas razões, e apenas algumas são criadas por razões ""morais"" (de acordo com o código moral de alguém). ;Lucy: Traí meu marido outra noite. Rob: Por que você fez isso!? Lúcia: Calma! Não é como se trapacear fosse ilegal ou algo assim.;Novamente, a lei e o código moral de uma pessoa não são a mesma coisa. Embora haja uma sobreposição, assumir que ilegal é imoral ou legal é moral sem um argumento racional conectando os dois conceitos é falacioso.;;;;;
56;Se pudermos colocar um homem na lua, podemos curar todas as formas de câncer.;Colocar um homem na lua é visto como uma tarefa virtualmente impossível, mas desde que o fizemos, o raciocínio (defeituoso) é que podemos então fazer qualquer tarefa virtualmente impossível. Lembre-se de que mera possibilidade não é o mesmo que probabilidade. Esses tipos de argumentos não estão sugerindo a mera possibilidade, mas probabilidade, com base no fato de que conseguimos levar um homem à lua.;Se a NASA pode colocar um homem na lua, certamente você pode dormir comigo esta noite.;Esta é uma analogia ainda pior. As realizações da NASA são independentes de nossas realizações pessoais.;;;;;
57;Ao rejeitar Deus, você está rejeitando a bondade, a gentileza e o próprio amor.;Em vez de apenas “não acreditar” em Deus, estamos “rejeitando” Deus, que é um termo muito mais forte, especialmente quando Deus está associado à “bondade”.;A Bíblia está repleta de histórias da magia de Deus.;Em vez de usar o termo mais aceito “milagres”, é usada a palavra “mágica” que conota poderes associados à fantasia e faz de conta em uma tentativa de fazer as histórias da Bíblia parecerem tolas.;Não vejo o que há de errado em contratar os serviços de um acompanhante profissional.;Essa é apenas uma maneira legal de dizer “solicitar uma prostituta”. Não importa como você o chame, a menos que viva em certas partes de Nevada (ou outras partes do mundo), ainda é legalmente errado (não necessariamente moralmente errado).;;;
58;(para ser lido extremamente rápido) Por meio desta, afirmo que é claro que existe apenas um Deus verdadeiro, sem questionar, sem reservas, sem hesitação, posso dizer isso porque conheço a verdade e estou aqui para compartilhá-la com você. Louvado seja Alá!;Não há absolutamente nenhuma evidência na afirmação acima, e se você a ler rápida e claramente, você persuadirá mais pessoas do que se você a lesse como um dos Beverly Hillbillies. Se sua intenção fosse persuadir os outros, não lhes dando tempo para processar o que você disse, você seria culpado dessa tática falaciosa.;(mesmo exemplo - para ser lido extremamente rápido) Por meio desta, afirmo que é claro que existe apenas um Deus verdadeiro, sem questionar, sem reservas, sem hesitação, posso dizer isso porque conheço a verdade e estou aqui para compartilhá-la com você. Louvado seja Alá!;Desta vez, como aquele que está avaliando o argumento, se você permitir que o ritmo acelerado da entrega do argumento sirva como evidência para a alegação, você está cometendo a falácia. Talvez o argumentador pareça confiante e talvez você tenha vergonha de pedir a ele que repita a discussão ou diminua a velocidade, portanto, você apenas aceita. De qualquer forma, esse é um raciocínio falacioso.;;;;;
59;Fortalecer a coerência de dextrose leva a tolerância aplicável inerente de explicável, portanto, não devemos aceitar esta proposta.;não tenho ideia do que acabei de escrever, e o público também não terá ideia - mas o público (dependendo de quem é o público) provavelmente presumirá que eu sei do que estou falando, acredite nisso eles são incapazes de entender o argumento e, portanto, concordam com minha conclusão, pois pensam que eu o entendo. Este é um raciocínio falacioso.;(O texto a seguir foi retirado do filme Spies Like Us, onde Emmett Fitz-Hume, interpretado por Chevy Chase, se dirigia à imprensa.) Bem, é claro, seus pedidos de subsídios não eram paraguaios e é como se o governo dos Estados Unidos nunca tivesse se o presidente, nosso presidente, não tivesse e, pelo que sei, sempre será assim. Está claro?;Emmett Fitz-Hume estava claramente evitando ter que responder à pergunta e substituiu uma resposta sem sentido. Enquanto a imprensa coçava a cabeça metaforicamente para descobrir o que acabou de ser dito, Emmett seguiu em frente sem responder à pergunta.;;;;;
60;Olá, senhoras (piscadela - dentes brilhando). Só quero dizer que todos vocês têm o direito de fazer o que quiserem com seus corpos, inclusive o direito ao aborto.;O charme do argumentador é irrelevante para a questão do aborto.;Deixe-me começar agradecendo às pessoas maravilhosas desta cidade por sediar este grande evento. Eu ficaria honrado em chamar todos vocês de meus amigos. Como amigos, quero dizer a vocês que o estrias deve ser legalizado.;Enganar o público é, na verdade, uma técnica sugerida — porque é eficaz. Se você sabe que seu argumento é fraco e compensa com o charme, você é culpado dessa tática falaciosa. Se você está deixando o feitiço afetar sua decisão, também está cometendo a falácia.;;;;;
61;Pai: Você está falhando em matemática desde que mudou o Xbox para o seu quarto. Você tem jogado videogame por pelo menos 6 horas por dia desde então. Antes disso, você consistentemente obteve A's e B's. Você não acha que os videogames são o verdadeiro problema aqui? Blake: Não.;Blake não está oferecendo nenhum contra-argumento ou raciocínio para rejeitar o argumento bem articulado de seu pai. Ele está simplesmente sendo teimoso.;Cathy: Eu odeio tudo sobre Michelle Obama! Jorge: Você odeia que ela tenha lançado a campanha nacional, ""Vamos nos mexer!"", para reduzir a obesidade infantil? Biden?Cathy: Sim.Jorge: Você odeia que ela tenha viajado para a África por uma semana para se concentrar na liderança, educação, saúde e bem-estar da juventude?Cathy: Sim.Jorge: Você odeia que ela lançou a campanha nacional, ""Alcance Higher"", uma iniciativa de ensino superior? Cathy: Sim. Jorge: Você odeia que ela tenha lançado a campanha nacional ""Deixe as meninas aprenderem"", um foco global na educação de meninas? Cathy: Sim. Jorge: Você odeia seus tríceps e bíceps bem tonificados? Cathy: Sim, especialmente aqueles! ;Pessoas irracionais tendem a se envolver em pensamentos preto e branco e estão comprometidas com uma posição ideológica a qualquer custo – incluindo a razão. Cathy é uma dessas pessoas.;;;;;
62;Esse filme, “Kill, Blood, Gore” merece o Oscar de melhor filme. Existem outros bons filmes, mas não como esse. Outros podem merecer uma menção honrosa, mas não o Oscar, porque “Kill, Blood, Gore” merece o Oscar.;Não há razões dadas para que Kill, Blood, Gore mereça o Oscar, nem mesmo qualquer opinião compartilhada. Tudo o que temos é uma reivindicação repetida declarada de forma ligeiramente diferente a cada vez.;Saul: Antigamente, todos os humanos falavam a mesma língua. Então, por causa da Torre de Babel, Deus ficou com raiva e criou todas as diferentes línguas que temos hoje - ou pelo menos alguma forma delas. Kevin: Estudei linguística na faculdade e posso garantir que não foi isso que aconteceu. Além do conto da Bíblia, que outras evidências você tem para apoiar essa teoria? Saul: Sabemos, por causa da Palavra de Deus, que Deus ficou irado e criou todas as diferentes línguas que temos hoje -- ou pelo menos alguma forma delas. Kevin: Você já disse isso. Que outras evidências você tem para apoiar essa teoria? Saul: Na Bíblia, diz que todos os humanos já falaram a mesma língua. Então, por causa da Torre de Babel, Deus ficou com raiva e criou todas as diferentes línguas que temos hoje - ou pelo menos alguma forma delas. Kevin: (enjoado com a repetição, vomita nas calças de Saul);Reafirmar as mesmas afirmações, mesmo reorganizando as palavras ou substituindo palavras, não é o mesmo que fazer novas afirmações e certamente não torna as afirmações mais verdadeiras.;;;;;
63;Kevin: Acho que há boas evidências de que Deus existe por causa do argumento do ajuste fino, o argumento teleológico e talvez porque mais de 2 bilhões também acreditam nisso. Sydney: É ridículo acreditar em Deus só porque muitas outras pessoas também acreditam!;Kevin deu três razões para sua crença em Deus, duas são dignas de debate e uma não. Sydney se concentrou no que não é e respondeu como se fosse o único que ele fez.;Jona: Sim, o homem andou na lua. Há evidências contundentes de que não vêm nem da NASA nem do governo dos Estados Unidos. Além disso, conheço pessoalmente um dos astronautas envolvidos em uma das missões Apollo, e ele confirma que eles realmente enviaram homens à lua. Biff: Seu amigo só está sendo pago para perpetuar a mentira.;Biff concentrou-se no mais fraco dos dois argumentos e ignorou o outro.;;;;;
64;Swami Patooty escreveu, no século VI, “Conhecer a si mesmo é um dia conhecer a si mesmo”. Você não encontra pérolas assim hoje!;Existem muitos ditados hoje que são tão ambíguos, obscuros e sem sentido quanto aqueles esculpidos em pedra há 1.500 anos -- a diferença é a percepção. Especialmente com a “sabedoria antiga”, tendemos a ler o significado da ambigüidade onde não existe ou onde o significado pretendido pelo autor é impossível de saber.;Minha vovó me disse que, para ser saudável, eu deveria comer bacon e ovos todas as manhãs no café da manhã.;Parece politicamente incorreto sugerir que as gerações mais velhas não são “sábias”, mas o fato é que a sabedoria não é necessariamente uma função da idade. Temos duas gerações de conhecimento científico que nossos avós não tiveram, e o mundo mudou bastante nas últimas duas gerações. Embora alguns conselhos possam ser atemporais, outros conselhos, como o do exemplo, foram baseados nas crenças da época e devem ser descartados como um recipiente com leite em pedaços.;;;;;
65;Ivan: Você não pode pegar meu carro emprestado porque ele vira abóbora à meia-noite. Sidney: Se você realmente pensa isso, você é um idiota. Ivan: Isso é um ad hominem, portanto, não posso ser um idiota. Sidney: Eu discordo.;Embora seja verdade que Sidney cometeu o ad hominem (abusivo) chamando Ivan de idiota em vez de fornecer razões pelas quais o carro de Ivan não se transforma em uma abóbora à meia-noite, essa falácia não é evidência contra a alegação.;Karen: Sinto muito, mas se você acha que o homem costumava montar em dinossauros, obviamente você não é muito bem educado. Kent:  Em primeiro lugar, sou PhD em ciência da criação, então sou bem educado. Em segundo lugar, seu ataque ad hominem mostra que você está errado, e o homem costumava montar em dinossauros. Karen: Obter seu doutorado em alguns meses, de uma “faculdade” em um estacionamento de trailers, não é ser bem educado. Minha falácia de forma alguma é evidência de que o homem cavalga dinossauros e, apesar do que você possa pensar, os Flintstones não eram um documentário!;O ad hominem (abusivo) de Karen em sua declaração inicial não tem nada a ver com o valor de verdade do argumento de que o homem usou para montar em dinossauros.;;;;;
66;O Dr. Dean, o novo psicólogo mais badalado da TV, diz que os enemas de café são a ""fonte da juventude"". Traga-me aquele enema de café! ;Supondo que o Dr. Dean seja realmente um psicólogo licenciado, isso não o qualifica para dar conselhos sobre questões não relacionadas à psicologia, como enemas de café. Estender sua experiência da psicologia para questões do cólon é falacioso.;Meu contador diz que nos próximos 90 dias o presidente será cassado! Portanto, devemos levar essa afirmação a sério!;A menos que o contador tenha alguma informação privilegiada para a presidência, sua experiência em contabilidade tem pouco a ver com a atual administração, política e lei constitucional.;;;;;
67;Lolita: Bill roubou o dinheiro do fundo de caixa da empresa. Byron: Como você sabe? Lolita: Porque Diane me contou. Byron: Como ela sabe? Lolita: Julian disse a ela. Byron: Alguém realmente viu Bill roubar o dinheiro? Lolita: Não sei, podemos perguntar ao Morris. Byron: Quem é ele? Lolita: O cara que contou pro Julian.;Lolita está fazendo uma afirmação ousada sobre Bill, baseada em boatos. Lolita não apenas não viu Bill roubar o dinheiro, mas também Diane, Julian e quem sabe sobre Morris.;Existe vida após a morte! Certa vez, ouvi essa história da irmã de um amigo meu, que a sobrinha da madrinha dela conhecia um cara que tinha um amigo que ouviu de seu conselheiro do acampamento uma história em que um cara estava em coma e viu seus avós em um túnel de luz, e eles disse a ele os números vencedores da loteria! Juro por Deus que é verdade!;Deixando de lado a validade do testemunho de um paciente em coma, com toda a probabilidade histórias como essas são puras invenções ou exageros de alguma história muito menos interessante. Devido a algo chamado viés de confirmação e falácia do desejo, aqueles que já acreditam em tais fenômenos provavelmente aceitarão tais histórias como evidência de sua veracidade quando, de fato, tais histórias não são evidências.;;;;;
68;Embora tenhamos provado que a lua não é feita de costelas sobressalentes, não provamos que seu núcleo não possa ser preenchido com elas, portanto, o núcleo da lua está cheio de costelas de reposição.;Há uma infinidade de coisas que não podemos provar -- a lua cheia de costelas é uma delas. Agora você pode esperar que qualquer pessoa “razoável” saiba que a lua não pode ser preenchida com costelas de reposição, mas você estaria esperando demais. As pessoas fazem alegações absurdas e se safam delas simplesmente pelo fato de que o inverso não pode ser provado de outra forma.;Até hoje (no momento em que escrevo), a ciência tem sido incapaz de criar vida a partir da não-vida, portanto, a vida deve ser resultado da intervenção divina.;Ignorando o falso dilema, o fato de não termos encontrado uma maneira de criar vida a partir da não-vida não é evidência de que não há como criar vida a partir da não-vida, nem é evidência de que algum dia seremos capazes de para, é apenas uma evidência de que não sabemos como fazê-lo. Confundir ignorância com impossibilidade (ou possibilidade) é falacioso.;;;;;
69;Marty: Doc, eu sou do futuro. Eu vim aqui em uma máquina do tempo que você inventou. Agora, preciso da sua ajuda para voltar ao ano de 1985. Doc: Já ouvi piadas suficientes por uma noite. Boa noite, futuro rapaz!;Claramente Marty está fazendo uma afirmação extraordinária, mas a rejeição da alegação de Marty pelo médico é baseada em pura incredulidade. Não é até Marty fornecer ao Doc evidências extraordinárias (como ele surgiu com o Capacitor de Fluxo) que o Doc aceita a afirmação de Marty. Dada a natureza da alegação de Marty, pode-se argumentar que a rejeição da alegação de Marty por Doc (embora tecnicamente falaciosa) foi a coisa mais razoável a se fazer do que cogitar sua possibilidade com boas perguntas.;NASA: Sim, nós realmente conseguimos pousar homens na lua com sucesso. TinFoilHatGuy1969: Sim, certo. E Elvis está realmente morto.;A falta de vontade de entreter ideias que se consideram inacreditáveis é falaciosa, especialmente quando as ideias são ideias convencionais feitas por uma fonte respeitável, como a NASA e a veracidade dos pousos na lua.;;;;;
70;Jay: Cara, cadê as chaves do meu carro? Silent Bob: (não diz nada) Jay: EU SABIA que você os pegou!;A recusa em compartilhar evidências não é necessariamente uma evidência a favor ou contra o argumento. O silêncio de Silent Bob não significa que ele pegou as chaves. Talvez tenha feito isso, ou talvez saiba quem fez, ou talvez tenha visto um tiranossauro comê-los e foi ameaçado pelo rei dos duendes para não dizer nada, ou talvez apenas tenha tido vontade de não responder.;Morris: Oh, espírito jovem, você tem muito a aprender. Eu sei que existem múltiplas dimensões que os seres ocupam. Clifton: Como você pode *saber* disso como um fato? Morris: (levanta uma sobrancelha, olha profundamente nos olhos de Clifton e não diz nada) Clifton: Uau. Você me convenceu!;A razão pela qual esta técnica funciona tão bem é porque as razões imaginárias costumam ser mais persuasivas do que as razões reais. Se alguém quiser ser convencido, essa técnica funciona como um encanto. No entanto, para o pensador crítico, isso não vai voar. O silêncio não é um substituto válido para a razão ou evidência.;;;;;
71;Por que a lei diz que é preciso ter 21 anos para beber? Realmente faz alguma diferença se você tem 20 anos e 364 dias? Isso é um absurdo. Portanto, se um único dia não faz diferença, então uma coleção de 1095 dias únicos não fará diferença. Portanto, mudar a idade para beber para 18 anos não fará diferença.;Embora isso pareça ser o pensamento típico de um jovem de 18 anos (desculpe, jovens de 18 anos), é uma falácia bastante comum. Só porque um único passo não faz nenhuma diferença aparente, há uma diferença que se torna mais perceptível à medida que o número desses passos aumenta.;Willard: Acabei de perceber que provavelmente nunca vou ficar careca! Fanny: Por que isso? Willard:  Bem, se eu perder apenas um fio de cabelo, não vou ficar careca, correto? Fanny: Claro. Willard: Se eu perder dois fios de cabelo? Fanny: Não. Willard: Toda vez que perco um fio de cabelo, a perda desse fio de cabelo não me deixará careca, portanto, nunca ficarei careca. Fanny: Parabéns, você encontrou a cura para a calvície -- estupidez!;O que Willard não levou em consideração é que “calvície” é um termo usado para definir um estado ao longo de um continuum e, embora não haja um ponto claro entre careca e não careca, os extremos são claramente reconhecíveis e alcançáveis.;;;;;
72;Então você está dizendo que seu carro vale $ 20k. Acho que vale $ 1, então vamos apenas comprometer e dizer que vale $ 10k. (Supondo que o carro valha $ 20k);O preço de $ 20.000 era um valor contábil razoável para o carro, enquanto o preço de $ 1 era um extremo irracional. O fato é que o carro vale cerca de $ 20.000 - pensar que o carro vale $ 1 ou $ 1.000.000, não mudará esse fato [1].;Ok, estou disposto a admitir que pode não haver anjos e demônios realmente flutuando no céu ou no inferno, mas você deve admitir que deve haver pelo menos um Deus. Isso é um compromisso justo?;Não há compromisso quando se trata da verdade. A verdade é a verdade. Se existem anjos, demônios e Deus, existem anjos, demônios e Deus. Se não houver, não há. O compromisso e a divisão da diferença funcionam bem em alguns casos, mas não para determinar a verdade.;;;;;
73;Mike: Você sabia que o autor do livro “Logically Fallacious” fez fortuna na Internet? Jon: Então? Mike: Isso significa que este livro deve ser incrível!;Embora minha situação financeira possa impressionar os participantes de uma conferência da Amway, ela tem pouco a ver com meu conhecimento de falácias. No entanto, lembre-se do argumento da falácia, só porque o argumento é falacioso, não significa que a conclusão não seja verdadeira, caramba.;Simão é muito pobre. Simon diz que o segredo da vida é desistir de todos os seus bens materiais e viver dos bens materiais do governo. Simon deve ser muito iluminado.;Assim como as pessoas tendem a associar riqueza com sabedoria, elas também associam extrema pobreza com sabedoria. As pessoas ricas são ricas e as pessoas pobres são pobres - quais membros desses grupos têm sabedoria não depende de sua situação financeira.;;;;;
74;Daryl: Responda honestamente, você acha que se tivéssemos nascido e crescido no Irã, por pais iranianos, ainda seríamos cristãos ou seríamos muçulmanos? Ross: Acho que aqueles de nós criados em um lugar onde o cristianismo é ensinado são afortunados. Daryl: Concordo, mas você acha que se tivéssemos nascido e crescido no Irã, por pais iranianos, ainda seríamos cristãos ou seríamos muçulmanos? Ross: Sua fé é fraca - você precisa orar a Deus para fortalecê-la. Daryl:  Acho que você está certo. O que eu estava pensando?;Algumas perguntas não são fáceis de responder e algumas respostas não são fáceis de aceitar. Embora possa parecer, na época, que evitar a pergunta é a melhor ação, na verdade é um abandono da razão e da investigação honesta, portanto, falacioso.;Molly: São 3:00 da manhã, você está bêbado, coberto de batom e sua camisa está do avesso! Você se importaria de se explicar? Rick: Eu estava com os caras. Molly: E o batom? Rick: Você está maravilhosa esta noite, querida! Molly: (suavizando) Você acha? Cortei meu cabelo hoje!;Não é difícil divagar uma linha de questionamento, então cuidado com essas tentativas.;;;;;
75;Apenas 6% dos candidatos conseguem entrar nesta escola, mas meu filho é brilhante! Eles certamente vão aceitá-lo!;Estatisticamente falando, o filho ainda pode ter uma chance baixa de aceitação. A escola é para crianças brilhantes (e todo mundo sabe disso), então a grande maioria das crianças que se inscrevem são brilhantes. De toda a população de jovens brilhantes que se inscrevem, apenas cerca de 6% são aceitos. Então, mesmo que o filho seja brilhante, ele ainda tem uma chance baixa de ser aceito (cerca de 6%).;A cura pela fé ""funciona"", mas não o tempo todo, especialmente quando a fé não é forte o suficiente (como geralmente indicado pelo tamanho da oferta financeira). Testes empíricos imparciais demonstram que uma porcentagem pequena, mas notável, de pessoas é curada de doenças “incuráveis”, como o câncer. ;Isso é verdade. No entanto, o que não é mencionado acima é o número de casos de câncer que simplesmente desaparecem sem nenhum tipo de cura pela fé, ou seja, a taxa básica de remissão do câncer. É uma certeza estatística que, entre os portadores de câncer, haverá uma porcentagem com remissão espontânea. Se essa porcentagem for a mesma do grupo de cura pela fé, então é isso que se espera, e nenhuma mágica ou cura divina está ocorrendo. O seguinte é da American Cancer Society: As evidências científicas disponíveis não apóiam as alegações de que a cura pela fé pode curar o câncer ou qualquer outra doença. Alguns cientistas sugerem que o número de pessoas que atribuem sua cura à cura pela fé é menor do que o número previsto por cálculos baseados na porcentagem histórica de remissões espontâneas observadas entre pessoas com câncer. No entanto, a cura pela fé pode promover paz de espírito, reduzir o estresse, aliviar a dor e a ansiedade e fortalecer a vontade de viver.[1];;;;;
76;A atividade paranormal é real porque experimentei o que só pode ser descrito como atividade paranormal.;A alegação de que “a atividade paranormal é real” é apoiada pela premissa: “Eu experimentei o que só pode ser descrito como atividade paranormal”. A premissa pressupõe, ou assume, que a afirmação “a atividade paranormal é real” já é verdadeira.;A razão pela qual todo mundo quer a nova boneca ""Slap Me Silly Elmo"" é porque este é o brinquedo mais quente da temporada! ;Todo mundo querer o brinquedo é a mesma coisa que ser ""quente"", então o motivo dado não é motivo algum - é simplesmente reformular a afirmação e tentar passá-la como suporte para a afirmação. ;;;;;
77;Com base em uma pesquisa com 1.000 proprietários americanos, 99% dos entrevistados têm dois ou mais automóveis no valor médio de $ 100.000 cada. Portanto, os americanos são muito ricos.;Onde esses proprietários moravam? Beverly Hills, CA. Se a mesma pesquisa fosse feita em Detroit, os resultados seriam bem diferentes. É falacioso aceitar a conclusão sobre a população americana em geral com base não apenas na amostra geográfica, mas também no fato de que os proprietários foram apenas pesquisados.;Pastor Pete: As pessoas estão se voltando para Deus em todos os lugares! 9 em cada 10 pessoas que entrevistei disseram que tiveram um relacionamento pessoal com Jesus Cristo. Fred: Onde você encontrou essas pessoas que você entrevistou? Pastor Pete: Na minha igreja.;O pastor Pete tirou uma conclusão sobre as crenças religiosas de pessoas “em todos os lugares” com base nas pessoas que entrevistou em sua igreja. É como concluir que o mundo gosta de dançar nu na frente de estranhos depois de entrevistar um grupo de strippers.;;;;;
78;Durante os julgamentos de crimes de guerra nazistas em Nuremberg após a Segunda Guerra Mundial, criminosos de guerra nazistas foram acusados de genocídio, assassinato em massa, tortura e outras atrocidades. Sua defesa: ""Eu estava apenas cumprindo ordens"". ;A maioria de nós começa a vida vendo nossos pais como a autoridade máxima e experimentamos sua ira quando questionamos essa autoridade. Infelizmente, esse mau hábito é levado para a idade adulta, onde substituímos nossos pais por um treinador, um chefe, um professor, um comandante ou um deus. Em vez de questionar, seguimos cegamente. Essa falácia provavelmente resultou em mais mortes, dor, sofrimento e miséria do que todas as outras juntas.;Meritíssimo, a Bíblia diz claramente que médiuns, magos e médiuns devem ser apedrejados até a morte e que é nossa responsabilidade fazê-lo (Levítico 20:27). Portanto, eu tinha todo o direito de tentar apedrejar Dianne Warwick e seus amigos psíquicos até a morte.;A maioria dos americanos vê a Bíblia como a autoridade máxima, mas esse maldito sistema legal atrapalha.;;;;;
79;Pai, na verdade, fiz um favor à América ao bater com o seu carro. Agora, alguma oficina terá mais trabalho, seus funcionários ganharão mais dinheiro, esses funcionários gastarão seu dinheiro e, quem sabe, eles podem simplesmente vir à sua loja e comprar alguns de seus produtos!;Na verdade, tentei uma variação desse argumento quando era criança - não funcionou, mas não apenas não funcionou, é um raciocínio falacioso, e aqui está o porquê: ao bater o carro, um bem produzido é destruídos, e os recursos devem ser usados para substituir esse bem, em vez de criar novos bens.;O Holocausto foi uma coisa boa no geral. Ele educou as gerações futuras sobre os males do genocídio.;Este é um argumento real, não estou brincando. As pessoas tendem a supervalorizar o próprio ganho (a educação) e desvalorizar as perdas que não se veem (o sofrimento inimaginável das vítimas e de suas famílias).;;;;;
80;Martin: Nem todos os brancos são racistas. Charlie: Sim, eles são. Você só acredita nisso porque é branco.;Charlie está cometendo dois erros: 1) ele está supondo que Martin deve estar errado e 2) ele está baseando essa suposição em uma característica acidental de Martin - a quantidade de pigmentação em sua pele.;Mãe: Lembre-se, querida. Ninguém vai comprar a vaca se conseguir o leite de graça. Filha: Você só está dizendo isso porque é minha mãe. Filha: Espera... acabou de me chamar de vaca?;a mãe está fazendo o possível para aconselhar a filha a ser um pouco mais reservada sexualmente com seus pretendentes, alertando-a de que é improvável que ela consiga qualquer compromisso, a menos que retenha o sexo. Embora a afirmação seja realmente duvidosa, a filha assume que está errada por causa da fonte (sua mãe) e dos motivos suspeitos de sua mãe (para casá-la). Portanto, a mãe deve estar errada (suposição) por causa de seus motivos, e é por causa de seus motivos que ela está errada (raciocínio circular e a falácia genética).;;;;;
81;Hank: Eu tirei meu carro do acostamento porque aquele maldito esquilo correu na frente do meu carro. Policial Sam: Você não acha que tenha algo a ver com o fato de estar tentando mandar uma mensagem para sua namorada e dirigindo bêbado?;Embora, se não fosse pelo esquilo, talvez Hank não tivesse destruído seu carro. No entanto, se não fosse por ele enviar mensagens de texto enquanto dirigia bêbado, ele quase certamente poderia ter evitado pegar seu atalho não autorizado pela floresta e bater em uma árvore.;A razão pela qual cada vez mais pessoas estão desistindo da crença em fantasmas é por causa dos livros de Bo.;Obrigado, mas isso seria um raciocínio falacioso. Embora meus livros possam ter contribuído para que algumas pessoas desistissem de acreditar em fantasmas, duvido que tenha sido a única causa e tenho certeza absoluta de que, no geral, meus livros têm muito pouco efeito sobre a população em geral.;;;;;
