47;Apelo à popularidade;;argumentum ad numeram;Usar a popularidade de uma premissa ou proposição como prova de sua veracidade. Esta é uma falácia muito difícil de detectar porque o nosso “bom senso” nos diz que se algo é popular, deve ser bom/verdadeiro/válido, mas não é assim, especialmente em uma sociedade onde o marketing inteligente, as políticas sociais e peso e dinheiro podem comprar popularidade.;Todo mundo está fazendo X. Portanto, X deve ser a coisa certa a fazer.;Quando a reivindicação feita é sobre a popularidade ou algum atributo relacionado que seja resultado direto de sua popularidade. As pessoas parecem amar o filme The Shawshank Redemption. Na verdade, está atualmente em primeiro lugar no IMDB.com, com base nas avaliações dos espectadores.;;;;Evite essa falácia como você evita um beijo de sua tia-avó com a grande afta no lábio. 
48;Apelo à Possibilidade;;;Quando uma conclusão é assumida não porque provavelmente é verdadeira, mas porque é possível que seja verdadeira, não importa quão improvável seja.;X é possível. Portanto, X é verdadeiro. X é possível. Portanto, X é provavelmente verdadeiro.; Não há exceções. A possibilidade sozinha nunca justifica a probabilidade.;;;;"Preste atenção toda vez que estiver prestes a usar a palavra “impossível”. Sim, há muitas coisas que são lógica e fisicamente impossíveis, e é um conceito e uma palavra válidos, mas muitas vezes usamos essa palavra quando realmente queremos dizer """"improvável"""". Confundir o impossível com o improvável ou improvável pode, em muitos casos, destruir a possibilidade de um grande sucesso. """
49;Apelo ao Ridículo;apelo à zombaria, a risada do cavalo;reductio ad ridiculum;Apresentar o argumento de forma a torná-lo ridículo, geralmente deturpando o argumento ou usando exageros.;A pessoa 1 afirma que X é verdadeiro. A pessoa 2 faz X parecer ridículo ao deturpar X. Portanto, X é falso.;É legítimo usar o ridículo quando uma posição é digna de ridículo. Esta é uma proposição arriscada, no entanto, por causa da subjetividade de que tipo de argumento é realmente digno de ridículo. Como vimos, o ridículo mal colocado pode parecer um sinal de desespero, mas o ridículo colocado com cuidado pode ser um movimento espirituoso que pode funcionar logicamente e conquistar o público emocionalmente também. Matt: Seu tolo de mente fechada! Ver não é acreditar, acreditar é ver! Cindy: Isso vale para o coelhinho da Páscoa também, ou apenas para os seres imaginários de sua escolha?;;;;faça o possível para manter a compostura quando alguém cometer essa falácia às suas custas. Lembre-se, eles é que cometeram o erro de raciocínio. Mostre isso a eles com tato. 
50;Apelo à Verdade Autoevidente;;;"Fazer a afirmação de que algo é """"auto-evidente"""" quando não é auto-evidente em vez de argumentar uma afirmação com a razão. Em termos cotidianos, algo é """"auto-evidente"""" quando entender o que significa imediatamente resulta em saber que é verdadeiro, como 2+2=4. O conceito de auto-evidência é contestado e discutido entre os filósofos com base em suas ideias de epistemologia. Isso significa que o que é """"auto-evidente"""" para uma pessoa não é necessariamente auto-evidente para outra. No entanto, algumas ideias são claramente evidentes e outras não. ";A pessoa 1 afirma Y sem evidências. A pessoa 2 pede evidências. A pessoa 1 afirma que Y é auto-evidente.;Esta falácia depende da alegação de que a “autoevidência” não é autoevidente. Uma afirmação de que é razoavelmente auto-evidente não seria falaciosa: Richie: Eu existo. Toby: Por que você acha isso? Richie: É evidente.;;;;Se você não consegue explicar algo, isso não significa que você está lidando com algo que é auto-evidente, pode ser apenas sua falha em explicar algo. 
51;Apelo ao rancor;;argumentum ad odium;Substituir despeito (má vontade ou ódio mesquinho pela disposição de irritar, aborrecer ou frustrar) como evidência em um argumento ou como razão para apoiar ou rejeitar uma reivindicação.;A reivindicação X é feita. A reivindicação X está associada à coisa Y pela qual as pessoas sentem rancor. Portanto, X é verdadeiro/falso.;"isso não se aplica a argumentos emocionais e relativamente insignificantes. Sib: Cara, você pode me dar uma carona até o shopping? Eddie: Você quer dizer no meu carro sobre o qual você disse que era """"apenas um pouco melhor do que andar em um burro bêbado""""? Irmão: Sim. Eddie. Não. Você não merece um passeio em meu belo automóvel. A alegação é que Sib não merece uma carona no carro de Eddie (uma afirmação emocional/subjetiva). Embora Eddie apele ao rancor em sua razão, ele tem o direito de fazê-lo neste caso. ";;;;seja feliz. Evite o despeito em todas as suas formas. 
52;Apelo à Estupidez;;;Tentar fazer com que o público desvalorize a razão e o discurso intelectual, ou desvalorizar a razão e o discurso intelectual com base na retórica de um argumentador.;A pessoa 1 minimiza a importância da razão, da lógica ou da ciência. A pessoa 1 faz uma afirmação, argumento ou afirmação. O público é mais propenso a aceitar reivindicações, argumentos ou afirmações.;não confunda o apelo à estupidez com um argumento racional. Argumentos racionais não estão sujeitos à razão e são propriamente baseados em sentimentos. Assim, pedir às pessoas que deixem de lado a “razão” não é falacioso. Mãe: Qual cachorro você quer? Criança: Eles são todos tão fofos e adoráveis. Parecem todos saudáveis... Não consigo decidir! Mãe: Vai com a tua intuição. Por qual deles você tem os sentimentos mais fortes?;;;;Se escolher entre filhotes de litro, não escolha o mais maluco. 
53;Apelo à Tradição;apelo à prática comum, apelo à antiguidade, apelo à sabedoria tradicional, prova da tradição, apelo à prática passada, sabedoria tradicional;argumentum ad antiquitatem;Usar as preferências históricas do povo (tradição), em geral ou tão específicas quanto as preferências históricas de um único indivíduo, como evidência de que a preferência histórica está correta. Muitas vezes as tradições são passadas de geração em geração sem outra explicação além de “sempre foi feito assim” – o que não é um motivo, é a ausência de um motivo.;Temos feito X por gerações. Portanto, devemos continuar fazendo X. Nossos ancestrais achavam que X estava certo. Portanto, X está certo.;Tradições sem vítimas que são preservadas para preservar as próprias tradições não requerem nenhum outro motivo.;;;;Se não fosse a criatividade dos nossos antepassados, não teríamos tradições. Seja criativo e comece suas próprias tradições que de alguma forma tornam o mundo um lugar melhor. 
54;Apelo à confiança; apelo à desconfiança [oposto], apelo à confiabilidade;;A crença de que, se uma fonte é considerada confiável ou não confiável, qualquer informação dessa fonte deve ser verdadeira ou falsa, respectivamente. Isso é problemático porque cada argumento, reivindicação ou proposição deve ser avaliado por seus próprios méritos. Isso não inclui confiar em alguém ou em algo. Por exemplo, quando confiamos que nossos filhos tomarão as decisões certas em uma determinada situação, não estamos usando um raciocínio falacioso. Quando confiamos que nossos cintos de segurança funcionarão quando necessário, não estamos usando um raciocínio falacioso. Quando confiamos que nosso cachorro vai nos deixar um presente no tapete se não o deixarmos sair até as 7h, não estamos usando um raciocínio falacioso. Quando expressamos confiança em alguém, estamos essencialmente expressando um grau de confiança, não fazendo uma afirmação absoluta de que algo é verdadeiro ou falso.;Source X é uma fonte confiável de informações. A reivindicação Y foi feita pela fonte X. Portanto, a afirmação Y deve ser verdadeira. Fonte X é uma fonte de informação não confiável. A reivindicação Y foi feita pela fonte X. Portanto, a afirmação Y deve ser falsa.;Enquanto alguém reivindicar um grau de confiança em vez de assumir verdadeiro ou falso, não há falácia. A confiabilidade afeta o nível de confiança que se deve ter, mas não a certeza.;;;;tente manter seu nível de confiança proporcional ao seu nível de confiança. 
55;Apelo à Lei;;;Quando seguir a lei é considerado a coisa moralmente correta a se fazer, sem justificativa, ou quando infringir a lei é considerado a coisa moralmente errada a se fazer, sem justificativa.;X é ilegal. Portanto, é imoral. Y é legal. Portanto, é moral.;"Às vezes, o que é ilegal é claramente imoral e nenhuma justificativa é necessária. Por exemplo, se alguém dissesse: """"Como você pôde chutar aquela velha enquanto ria? Isso é uma coisa horrível de se fazer e você pode ir para a cadeia!"""" ";;;;"As leis se tornam arcaicas quando não acompanham as normas sociais e as mudanças culturais. O que antes era considerado """"imoral"""" pode facilmente mudar para """"moral"""" dentro de alguns anos e vice-versa. Nunca assuma simplesmente que as leis são boas e corretas, exigir justificação. """
56;Apelo à Lua;argumentum ad lunam;;Usando o argumento “Se pudermos colocar um homem na lua, poderíamos...” como evidência para o argumento. Esta é uma forma específica da analogia fraca.;Se podemos colocar um homem na lua, podemos X.;se o argumento for para levar o homem à lua novamente, isso funcionaria. Se conseguimos colocar um homem na lua em 1969, podemos fazê-lo hoje.;;;;Acredite no possível, apenas não conte com isso, a menos que seja provável. 
57;Argumento por linguagem emotiva;palavras carregadas, linguagem carregada, eufemismos;;Substituir fatos e evidências por palavras que despertam emoções, com a tentativa de manipular os outros para que aceitem a verdade do argumento.;A pessoa A afirma que X é verdadeiro. A pessoa A usa uma linguagem muito poderosa e emotiva na afirmação. Portanto, X é verdadeiro.;A linguagem é poderosa e deve ser usada para atrair emoções, mas nunca à custa de argumentos e evidências válidos.;;;;Eufemismos, quando usados corretamente, refletem uma boa inteligência social. Quando estiver em uma reunião de negócios, diga: “Desculpe-me por um momento, tenho que usar o banheiro”, em vez de “Desculpe-me por um momento, tenho que evacuar”. 
58;Argumento por falar rápido;;;Quando a fala rápida é vista como inteligência e/ou confiança na veracidade do argumento de alguém, portanto, visto como evidência da verdade do próprio argumento.;De acordo com a pessoa 1, Y é verdadeiro. A pessoa 1 fala muito rápido. Portanto, Y é verdadeiro.;os falantes naturalmente rápidos provavelmente não têm a intenção de enganar, e se você conscientemente não der peso indevido às alegações de um falador naturalmente rápido, então nenhuma falácia foi cometida.;;;;trabalhe no seu ritmo como parte de sua fala. Deve ser lento o suficiente para que você não perca seu público, e não mais lento, a menos que tenha um efeito dramático. 
59;Argumento por Gibberish;perplexidade, argumento por jargão [prestigioso];;Quando um jargão incompreensível ou um jargão incoerente simples é usado para dar a aparência de um argumento forte, no lugar de evidências ou razões válidas para aceitar o argumento. A forma mais comum desse argumento é quando a pessoa que apresenta o argumento adota como padrão o jargão altamente técnico ou detalhes não diretamente relacionados ao argumento e, em seguida, reafirma a conclusão.;A pessoa 1 afirma que X é verdadeiro. A pessoa 1 apóia essa afirmação por meio de jargões. Portanto, X é verdadeiro.;Alguns argumentos requerem algum jargão ou explicações técnicas.;;;;Lembre-se de que uma boa comunicação não consiste em confundir as pessoas, é sobre compreensão mútua. Não tente impressionar as pessoas com palavras sofisticadas e jargões, quando palavras mais simples funcionam bem. 
60;Argumento por charme pessoal;apelo sexual, extravagância, eloqüência;;Quando uma discussão é fortalecida pelas características pessoais da pessoa que argumenta, muitas vezes referida como “charme”.;A pessoa 1 diz que Y é verdadeiro. A pessoa 1 é muito charmosa. Portanto, Y é verdadeiro.;Se o argumento apresentado estiver diretamente relacionado ao charme do argumentador, como ao argumentar que ele ou ela seria o melhor apresentador para um novo programa em que o charme importa, nenhuma falácia foi cometida.;;;;se você é um encantador natural, não tenha medo de usá-lo - apenas não às custas de afirmações válidas e evidências fortes. 
61;Argumento da teimosia;argumento por teimosia, falácia da ignorância invencível;;Esta é uma recusa em aceitar um argumento bem comprovado por uma das muitas razões relacionadas à teimosia. Também pode ser a recusa em argumentar sobre uma afirmação que se apoia.;O argumento X é bem argumentado. A pessoa 1 não tem objeções ao argumento, apenas se recusa a aceitar a conclusão. Portanto, o argumento X não é verdadeiro.;não confunda falta de vontade de se envolver com o argumento com teimosia. Pregador de rua (para uma mulher que passa vestindo uma camiseta que diz “Graças a Deus sou ateu!”): Você vai queimar no inferno!Mulher: (continua andando) Pregador de rua: (citando freneticamente versículos bíblicos que apóiam Mulher: Sim, acho que não. Pregador de Rua: (Gritando versículos bíblicos mais alto à medida que a mulher se afasta, tentando acompanhá-la).Mulher: Não acredito nisso, desculpe! A propósito, você acabou de pisar em cocô de cachorro. Neste exemplo, a mulher não está sinceramente engajada na discussão. Ela pode não ter interesse, não ter tempo, ou simplesmente ver o uso da Bíblia para apoiar reivindicações na Bíblia como um raciocínio circular e não ver o pregador de rua como um interlocutor digno.;;;;"como lembrete, evite absolutos. Em vez de dizer que você """"odeia tudo"""" em alguém, diga algo como """"não gosto muito de..."""" """
62;Argumento por Repetição;argumento da irritação, prova por afirmação;argumentum ad nauseam;Repetir um argumento ou uma premissa repetidas vezes no lugar de uma melhor evidência de apoio.;X é verdade. X é verdade. X é verdade. X é verdade. X é verdade. X é verdadeiro... etc.;Quando um oponente está tentando desviar o argumento, repetir o argumento para voltar ao assunto é uma jogada sábia.;;;;A repetição pode ser uma boa estratégia quando seu interlocutor não parece estar reconhecendo seu ponto. Em vez de se repetir, reformule e repita. Faça o mesmo ponto, mas de uma maneira diferente. 
63;Argumento por Leitura Seletiva;;;Quando uma série de argumentos ou reivindicações é feita e o oponente age como se o argumento mais fraco fosse o melhor. Esta é uma forma de escolha seletiva e muito semelhante à falácia da atenção seletiva.;A pessoa 1 apresenta os argumentos X, Y e Z. O argumento Z é o mais fraco. A pessoa 2 responde como se o argumento Z fosse o melhor que a pessoa 1 fez.;Pode-se começar descartando os argumentos mais fracos primeiro, desde que cheguem ao mais forte.;;;;se o seu interlocutor começar a apresentar vários argumentos, interrompa-o educadamente e peça que comece com o argumento mais forte e permita que você o aborde antes de prosseguir para o próximo argumento. 
64;Argumento da idade;sabedoria dos antigos;;O equívoco de que as gerações anteriores tinham sabedoria superior ao homem moderno, portanto, as conclusões que dependem dessa sabedoria são vistas como verdadeiras ou mais verdadeiras do que realmente são.;A pessoa 1 diz que Y é verdadeiro. A pessoa 1 era um místico antigo. Portanto, Y é verdadeiro.;Quando a idade está diretamente relacionada à veracidade da afirmação, como em “O vinho fica mais gostoso com a idade”.;;Até os gregos antigos diziam coisas estúpidas.;;
;;;;;;;;;;
65;Argumento da falácia;refutação por falácia, argumento para a lógica, falácia de falácia, falácia de falácia, falácia de más razões [forma de];argumentum ad logicam;Concluir que o valor de verdade de um argumento é falso com base no fato de que o argumento contém uma falácia.;O argumento X é falacioso. Portanto, a conclusão ou afirmação de verdade do argumento X é falsa.;Às vezes, falácias são usadas por aqueles que não conseguem encontrar uma maneira melhor de apoiar as reivindicações de verdade de seus argumentos – isso pode ser um sinal de desespero. Isso pode ser evidência para eles não serem capazes de defender sua reivindicação, mas não contra a reivindicação em si.;;;A falácia das razões ruins é semelhante, mas o argumento não precisa conter uma falácia -- pode ser apenas um argumento ruim com evidências ou razões ruins. Argumentos ruins não significam automaticamente que a conclusão é falsa, pode haver argumentos e razões muito melhores que apoiem a verdade da conclusão. Eu nunca vi Deus, portanto, ele não existe. Esta é uma razão terrível para apoiar uma conclusão muito forte, mas isso não significa que Deus exista, significa simplesmente que o argumento é fraco.;Pode ser inútil lidar com pessoas que sempre apresentam argumentos falaciosos. Se você descobrir que eles simplesmente não são muito bons em raciocinar, você pode ajudá-los a aprender. No entanto, se eles estão usando argumentos falaciosos como uma forma de engano, isso é um forte indicador de má-fé. 
66;Argumento da Falsa Autoridade;;;Quando uma pessoa que faz uma reclamação é apresentada como um especialista em quem se deve confiar quando sua especialização não está na área em discussão.;O especialista A dá sua opinião sobre o problema B. A área de especialização do especialista A tem pouco ou nada a ver com o problema B. A opinião do especialista A influencia como as pessoas se sentem sobre o problema B.;não classifique as pessoas em certas áreas de especialização. Um médico também pode ser um especialista em costura. Um pescador com mosca também pode ser um especialista em direito. E um funcionário de patentes também pode ser um especialista em mecânica quântica.;;;;Torne-se um especialista em algo. 
67;Argumento de boato;o jogo do telefone, sussurros chineses, evidência anedótica, falácia anedótica/falácia Volvo [forma de];;Apresentar o depoimento de uma fonte que não seja testemunha ocular do evento em questão. Já foi demonstrado conclusivamente que a cada passagem de informação, via transmissão analógica, o conteúdo da mensagem tende a mudar. Cada pequena mudança pode e muitas vezes leva a muitas mudanças mais significativas, como no efeito borboleta na teoria do caos. O boato geralmente é considerado uma evidência muito fraca, se for considerado uma evidência. Especialmente quando tal evidência é infalsificável (não pode ser provada como falsa).;A pessoa 1 me disse que viu Y. Portanto, devo aceitar que Y é verdadeiro.;quando você confia na fonte e acredita que a fonte está representando os fatos com precisão, você pode aceitar pelo menos parcialmente a reivindicação, dependendo das consequências de aceitar ou rejeitar a reivindicação. Por exemplo, se sua melhor amiga lhe disse que sua melhor amiga lhe contou sobre uma venda incrível de um dia no shopping, arriscar uma viagem de 10 minutos até o shopping pode ser justificado com base nas fontes.;;as pessoas geralmente estão extremamente erradas em sua interpretação dos eventos. Com o passar do tempo, a imaginação se confunde com os acontecimentos reais. Você pode confiar que sua melhor amiga está lhe dizendo a verdade, mas apenas a verdade até onde ela se lembra de sua interpretação inicial.;A falácia anedótica, ou falácia Volvo, permite que uma instância específica de evidência anedótica dê muito mais peso a um argumento do que deveria.;
;;;;;;;;;;
68;Argumento da Ignorância;apelo à ignorância, apelo ao mistério [forma de], falácia do cisne negro [forma de], falácia peruca [forma de];ad ignorantiam;A suposição de uma conclusão ou fato baseada principalmente na falta de evidência em contrário. Geralmente melhor descrito por “ausência de evidência não é evidência de ausência”.;X é verdadeiro porque você não pode provar que X é falso. X é falso porque você não pode provar que X é verdadeiro.;A suposição de uma conclusão ou fato deduzido da evidência da ausência, não é considerada uma falácia, mas um raciocínio válido. Jimbo: Cara, você cuspiu seu chiclete na minha bebida? Dick: Sem comentários. Jimbo: (depois de derramar cuidadosamente sua bebida na pia procurando por chiclete, mas não encontrando nenhum...)  Burro!;;;;observe todas as suas principais crenças existentes e veja se elas se baseiam mais na falta de evidências do que em evidências. Você pode se surpreender com quantos realmente são. Variações: A Falácia do Cisne Negro é cometida quando alguém afirma, com base na experiência passada, que evidências ou reivindicações contraditórias devem ser rejeitadas. É tratar a heurística da indução como um algoritmo. O nome vem da afirmação de que “todos os cisnes são brancos” porque ninguém jamais viu um cisne negro antes... até que eles o viram. A posição razoável a ser mantida, supondo que você existisse em um mundo pré-cisne negro, seria que “todos os cisnes que conhecemos atualmente são brancos”. Deixe espaço para descoberta, a menos que tenha sido demonstrado que a evidência contraditória, ou alegações não podem existir ou tais alegações seriam impossíveis. Por exemplo, afirmar que “todos os triângulos têm três lados” é preciso e razoável. A Toupee Fallacy é uma variação inteligentemente nomeada do apelo à ignorância, onde a ausência de evidência é o resultado da afirmação ser falsa. Considere o argumento, “todas as perucas parecem falsas, Eu nunca vi um que eu não pudesse dizer que era falso.” A razão pela qual a pessoa nunca viu uma que não poderia dizer que era falsa é porque quando ela viu uma, não poderia dizer que era falsa, não poderia dizer que era falsa. O mesmo vale para ampliações penianas e mamoplastias. O Apelo ao Mistério é uma afirmação específica afirmando que a razão pela qual não podemos provar algo é porque “é um mistério”. Em vez de questionar se a afirmação é verdadeira, aceitamos que seja verdadeira e renunciamos a qualquer investigação, descartando-a como um mistério. Por que eu cheiro tão bem depois de malhar, mas todo mundo acha que eu sou uma droga? É um mistério! 
69;Argumento da Incredulidade;argumento de espanto pessoal, argumento de incredulidade pessoal, incredulidade pessoal;;Concluindo que porque você não pode ou se recusa a acreditar em algo, não deve ser verdade, improvável ou o argumento deve ser falho. Esta é uma forma específica do argumento da ignorância.;A pessoa 1 faz uma reclamação. A pessoa 2 não consegue acreditar na afirmação. A pessoa 2 conclui, sem qualquer razão além de que ele ou ela não pode acreditar ou se recusa a acreditar, que a afirmação é falsa ou improvável.;não podemos entreter todos os malucos com ideias malucas. Pessoas com pouca credibilidade ou que promovem ideias marginais precisam fornecer evidências mais convincentes para chamar a atenção dos outros.;;o YouTube não é uma fonte confiável. Mas isso não significa que fontes muito conceituadas não usem o YouTube para distribuição de conteúdo. O problema é que TinFoilHatGuy1969 também.;;
;;;;;;;;;;
70;Argumento do Silêncio;;argumentum e silentio;Tirar uma conclusão com base no silêncio do oponente, quando o oponente se recusa a depor por qualquer motivo.;A pessoa 1 afirma que X é verdadeiro, então permanece em silêncio. A pessoa 2 então conclui que X deve ser verdadeiro.;De um modo geral, ausência de evidência não é evidência, no entanto, há muitos casos em que o motivo pelo qual a evidência está sendo retida pode ser visto como evidência. No primeiro exemplo, solicitar que Silent Bob compartilhe o motivo de seu silêncio pode resultar em uma declaração de Silent Bob que pode ser usada como evidência.;;;;O silêncio pode ser muito poderoso. Ao falar em público, saber quando fazer uma pausa e deixar o público digerir o que você disse os ajuda a compreender sua mensagem. Na argumentação, uma pausa após fazer um ponto sólido pode aumentar as chances de seu(s) interlocutor(es) aceitarem o ponto. 
71;Argumento da barba;falácia da barba, falácia da pilha, falácia do paradoxo da pilha, falácia do homem careca, falácia do continuum, falácia do desenho de linhas, falácia dos sorites;;Quando alguém argumenta que nenhuma distinção útil pode ser feita entre dois extremos, apenas porque não há momento ou ponto definível no espectro onde os dois extremos se encontram. O nome vem do paradoxo da pilha na filosofia, usando a barba de um homem como exemplo. Em que ponto um homem passa de barbeado a ter barba?;X é um extremo e Y é outro extremo. Não há um ponto definível onde X se torna Y. Portanto, não há diferença entre X e Y.;Quanto maior o spread, mais falacioso o argumento, quanto menor o spread, menos falacioso.;;existem muito poucas linhas claras que podemos traçar entre as categorias em qualquer área da vida. As categorias são construções humanas que criamos para nos ajudar a dar sentido às coisas, mas muitas vezes acabam criando mais confusão ao nos levar a pensar que conceitos abstratos realmente existem.;;
;;;;;;;;;;
72;Argumento para Moderação;apelo à moderação, meio-termo, falso compromisso, falácia cinza, falácia da média dourada, falácia da média, divisão da diferença;argumentum ad temperantiam;Afirmar que, dadas quaisquer duas posições, existe um compromisso entre elas que deve ser correto.;Pessoa 1 diz A. Pessoa 2 diz Z. Portanto, algo em torno de M deve estar correto.;Quando os dois extremos estão igualmente distantes do valor “correto” -- e realmente existe um valor correto, ou justo, entre os dois valores propostos. Então você está dizendo que seu carro vale $ 40k. Acho que vale $ 1, então vamos apenas comprometer e dizer que vale $ 20k. (Supondo que o carro valha $ 20k);;;;se você sabe que está entrando em uma negociação, esteja preparado para ser desanimado e não deixe que esses números mudem sua figura-alvo ao entrar na negociação. [1] O valor, nesse sentido, tem muito a ver com o que alguém está disposto a pagar, mas, para este exemplo, vamos apenas ignorar esse detalhe - caso contrário, eu precisaria apresentar outro exemplo. A primeira parte é sobre como a ciência funciona mesmo quando o público pensa que não. A segunda parte certamente irá irritar algumas pessoas, oferecendo uma perspectiva baseada na razão e na ciência sobre questões em que o politicamente correto deu errado. A parte três fornece alguns conselhos baseados em dados para sua saúde e bem-estar. A quarta parte analisa o comportamento humano e como podemos navegar melhor em nossos mundos sociais. Na parte cinco, colocamos nossos óculos céticos e examinamos criticamente algumas crenças comuns. Na seção final, examinamos algumas maneiras pelas quais todos podemos tornar o mundo um lugar melhor. *Isto é apenas para a livraria do autor. Aplica-se a capa dura, audiolivro e ebook autografados. 
73;Argumento para a bolsa;apelo à pobreza ou argumentum ad lazarum, apelo à riqueza, apelo ao dinheiro;;Concluir que o valor de verdade do argumento é verdadeiro ou falso com base na situação financeira do autor do argumento ou no valor monetário associado à verdade. O apelo à pobreza é quando a verdade é assumida com base na falta de riqueza, enquanto o apelo à riqueza é quando a verdade é assumida com base no excesso de riqueza.;A pessoa 1 diz que Y é verdadeiro. A pessoa 1 é muito rica. Portanto, Y deve ser verdadeiro (apelo à riqueza) / falso (apelo à pobreza).;Se a riqueza de alguém, ou a falta dela, está diretamente relacionada ao valor de verdade de um argumento, então não é uma falácia. Mike: Você sabia que o autor deste livro, que se sai extremamente bem financeiramente nos negócios, também escreveu o livro “Year To Success” que foi endossado por Arnold Schwarzenegger? Jon: Eu não sabia disso. Mike: Isso significa que provavelmente vale a pena dar uma olhada em seu livro sobre sucesso! Jon: Eu concordo, e tenho certeza que Bo vai te agradecer pelo plugue barato.;;;;Não há nada de errado com um pouco de autopromoção. 
74;Evitando o problema;evitar a pergunta [forma de], perder o ponto, desviar-se do assunto, divagar, distração [forma de];;Quando um argumentador responde a um argumento não abordando os pontos do argumento. Ao contrário da falácia do espantalho, evitar o problema não cria um argumento não relacionado para desviar a atenção, simplesmente evita o argumento.;A pessoa 1 faz a afirmação X. A pessoa 2 faz uma declaração não relacionada. O público e/ou a pessoa 1 esquece a afirmação X.;Às vezes, uma digressão é uma boa maneira de aliviar a pressão de uma discussão altamente emocional. Uma história engraçada, uma piada ou qualquer coisa usada como uma “pausa” pode ser uma coisa muito boa às vezes. Desde que o problema seja tratado novamente.;;;A distração pode ser uma forma de evitar o problema, mas não precisa ser apenas verbal. Por exemplo, receber uma pergunta que você não pode responder e fingir que seu telefone toca, dizer que você precisa ir ao banheiro, fingir um ataque cardíaco, etc.;não evite perguntas em que você tem medo de não gostar das respostas. Enfrente-os de frente e lide com a verdade. 
75;Falácia da taxa básica;negligenciar taxas básicas, negligenciar taxas básicas, falácia do promotor [forma de];;Ignorar informações estatísticas em favor do uso de informações irrelevantes, que se acredita erroneamente serem relevantes, para fazer um julgamento. Isso geralmente decorre da crença irracional de que as estatísticas não se aplicam a uma situação, por um motivo ou outro, quando, na verdade, se aplicam.;;Se houver fatores que aumentam as chances e alteram as probabilidades estatísticas conhecidas, seria uma suposição razoável, desde que as variações da norma estatística estejam alinhadas com os fatores que causam a variação. Em outras palavras, talvez a mãe em nosso primeiro exemplo saiba que seu filho é talentoso musicalmente, o que conta para alguma coisa, então não é irracional esperar uma probabilidade maior que 6% - mas assumindo 50%, 80% ou 100 % de probabilidade, ainda está cometendo a falácia.;;;A falácia do promotor é uma falácia de raciocínio estatístico melhor demonstrada por um promotor ao exagerar a probabilidade de culpa do réu. Em termos matemáticos, é a afirmação de que a probabilidade de A dado B é igual à probabilidade de B dado A. Por exemplo, A probabilidade de você ter colo do útero dado que está grávida é a mesma que a probabilidade de estar grávida dado que tem colo do útero. Claramente, isso está errado. A probabilidade de você ter um colo do útero se estiver grávida é de quase 100% (deixando espaço para ciência e magia estranhas). A probabilidade de você estar grávida se tiver colo do útero depende de muitos outros fatores, mas digamos que é bem menos que 100%. Em processos judiciais, um promotor pode abusar dessa falácia para convencer o júri de que a chance de o réu ser inocente é muito pequena, quando na verdade, se toda a população fosse considerada (como deveria ser), a chance de o réu ser culpado (baseado apenas nessa estatística) é muito pequeno.;reserve um tempo da sua vida para ler um livro ou fazer um curso sobre probabilidade. A probabilidade afeta nossas vidas de tantas maneiras que ter uma boa compreensão dela sempre valerá a pena. [1] A American Cancer Society, http://www.cancer.org/Treatment/TreatmentsandSideEffects/ComplementaryandAlternativeMedicine/MindBodyandSpirit/faith-healing Quando você começa a listar as propriedades que faltam ao animal para justificar comê-los, você começa a perceber que alguns humanos também carecem dessas propriedades, mas nós não comemos esses humanos. Isso é uma prova lógica de que matar e comer animais para se alimentar é imoral? Não guarde sua faca de carne ainda. Em Eat Meat... Or Don't, examinamos os argumentos morais a favor e contra o consumo de carne com rigor filosófico e científico. Este livro não trata de promover uma agenda ideológica, é, em última análise, um livro sobre pensamento crítico. *Isto é apenas para a livraria do autor. Aplica-se a capa dura, audiolivro e ebook autografados. 
76;Implorando a pergunta;assumindo o ponto inicial, assumindo a resposta, argumento da galinha e do ovo, circulus in probando;petitio principii;Qualquer forma de argumento em que a conclusão é assumida em uma das premissas. Muitas pessoas usam a frase “implorando a pergunta” incorretamente quando a usam para significar “leva alguém a fazer a pergunta”. Esse NÃO é o uso correto. Implorar a questão é uma forma de raciocínio circular.;A afirmação X assume que X é verdadeiro. Portanto, a afirmação X é verdadeira.;Algumas suposições que são universalmente aceitas podem passar como não sendo falaciosas. As pessoas gostam de comer porque somos biologicamente influenciados a comer.;;;;Lembre-se de que a petição de princípio não exige uma pergunta, mas a falácia da pergunta complexa sim. 
77;Falácia de amostra tendenciosa;;;Tirar uma conclusão sobre uma população com base em uma amostra tendenciosa ou escolhida para fazer parecer que a população em média é diferente do que realmente é. Isso difere da falácia da generalização apressada, em que a amostra tendenciosa é especificamente escolhida de um grupo seleto e a pequena amostra é apenas uma amostra aleatória, mas muito pequena para obter informações precisas.;A amostra S, que é tendenciosa, é retirada da população P. A conclusão C é desenhada sobre a população P com base em S.;O que exatamente é “tendencioso” é subjetivo, mas alguns vieses são muito claros.;;;;tenha muito cuidado com as estatísticas. Veja a fonte e os detalhes dos estudos que produziram as estatísticas. Muitas vezes você encontrará algum tipo de viés. 
