titulo;termoLatim;outrosNomes;novasTerminologias;descricao;formaLogica;exemplo1;explicacao1;exemplo2;explicacao2;exemplo3;explicacao3;exemplo4;explicacao4;excecao;curiosidades;variacao;dica;referencias;
Negando o Correlativo;;(também conhecido como: negar a conjunção correlativa) ;;Descrição: Apresentar alternativas quando, de fato, não existem. Isso pode acontecer quando você tem duas declarações mutuamente exclusivas (conjunção correlativa) apresentadas como opções e, em vez de escolher uma ou outra, introduz uma terceira -- geralmente como uma distração de ter que escolher entre as duas alternativas apresentadas. ;Forma Lógica: Ou X ou não X. Portanto, Y. ;Exemplo 1: Rocco: Você tem os cinco mil que me deve ou não? Paulie: Eu consigo. Rocco: Isso significa que você não tem? Paulie: Eu conheço alguém que faz. Rocco: Leia meus lábios: você tem meu dinheiro ou não? Paulinha: Não. (som de taco de beisebol quebrando rótulas) ;Explicação: Rocco estava fazendo uma pergunta simples e, por segurança pessoal, Paulie estava cometendo a falácia de negar o correlativo ao oferecer outra opção para uma escolha que só tinha duas. Se Paulie fosse mais esperto, ele não poderia ter cometido a falácia e salvo suas rótulas, por honestidade e um pouco de negociação: Rocco: Você tem os cinco mil que me deve ou não? Paulie: Não. Sei que não cumpri minha parte no acordo, então vou compensá-lo por isso. Rocco: O que você está dizendo? Paulie: Posso receber seus $ 5.000 amanhã a esta hora, mais $ 500 extras por fazer você esperar mais um dia. Rocco: Combinado. Estarei de volta a esta hora amanhã. (som do coração caindo da garganta) ;Exemplo #2: Juiz: Então você matou seu senhorio ou não? Kirk: Eu lutei com ele. ;Explicação: Aqui está um caso clássico em que uma resposta “sim” ou “não” é esperada, e a única resposta aceitável para tal pergunta, mas Kirk está desviando a questão, fornecendo uma terceira opção de resposta, que deixa a pergunta original sem resposta. ;;;;;Exceção: Quando escolhas não mutuamente exclusivas são apresentadas como escolhas mutuamente exclusivas, a falácia está em quem apresenta as escolhas (falso dilema). ;;;Dica: não peça dinheiro emprestado a ninguém chamado "Rocco". ;Referências: Esta é uma falácia lógica frequentemente usada na Internet. Nenhuma fonte acadêmica foi encontrada. ;
Falácia da Disjunção;;;;Descrição: Semelhante à falácia da conjunção, a falácia da disjunção ocorre quando se estima que uma declaração disjuntiva (esta ou aquela) seja menos provável do que pelo menos uma de suas declarações componentes. ;Formas Lógicas: A disjunção X ou Y (ambos juntos) é menos provável do que um constituinte Y. ;Exemplo 1: O Sr. Pius vai à igreja todos os domingos. Ele obtém a maior parte de suas informações sobre religião da igreja e realmente não lê muito a Bíblia. O Sr. Pio tem uma estatueta de Santa Maria em casa. No ano passado, quando foi a Roma, visitou o Vaticano. A partir dessa informação, é mais provável que o Sr. Pio seja católico do que católico ou muçulmano. ;Explicação: Isso está incorreto. Embora seja muito provável que o Sr. Pio seja católico com base nas informações, é mais provável que ele seja católico ou muçulmano. ;Exemplo #2: Bill tem 6'11 ”de altura, é magro, mas musculoso. Sabemos que ele é um jogador profissional de basquete ou um jóquei. Concluímos que é mais provável que ele seja um jogador profissional de basquete do que um jogador profissional de basquete ou jóquei. ;Explicação: Isso está incorreto. Embora seja muito provável que Bill jogue bola B, já que ele provavelmente esmagaria um cavalo, é estatisticamente mais provável que ele seja um jogador profissional de basquete ou um jóquei, pois essa opção inclui a opção de ele ser apenas um profissional. jogador de basquete. Não deixe o que parece senso comum enganar você. ;;;;;Exceção: Sem exceções devido à probabilidade básica. ;;;Dica: Volte e leia a entrada para a falácia da conjunção novamente e certifique-se de saber a diferença. ;Referências: ;
Distinção sem diferença;;;;Descrição: A afirmação de que uma posição é diferente de outra posição com base no idioma quando, na verdade, ambas as posições são iguais -- pelo menos na prática ou em termos práticos. ;Forma Lógica: A afirmação X é feita onde a veracidade da afirmação requer uma diferença distinta entre A e B. Não há diferença distinta entre A e B. Portanto, a afirmação X é verdadeira. ;Exemplo 1: Sergio: Eu nunca pensaria em fazer aulas de dança.Kitty: Que tal eu pedir ao meu amigo do trabalho para te ensinar?Sergio: Se você conhece alguém que está disposto a me ensinar a dançar, então eu estou disposto a aprender, claro. ;Explicação: Talvez seja o estigma das “aulas de dança” que está levando Sergio a ter essa visão, mas o fato é que alguém ensinando a dançar é a mesma coisa. Sergio foi enganado pela linguagem. ;Exemplo #2: Devemos julgar esta questão pelo que a Bíblia diz, não pelo que pensamos que ela diz ou pelo que algum estudioso ou teólogo pensa que ela diz. ;Explicação: Antes de dizer “Amém!”, perceba que este é um caso claro de distinção sem diferença. Não há absolutamente nenhuma diferença aqui porque a única maneira possível de ler a Bíblia é por meio da interpretação, ou seja, o que pensamos que ela diz. O que está implícito aqui é que a própria interpretação de alguém (o que ele ou ela pensa que a Bíblia diz) é o que ela realmente diz, e todos os outros que têm uma interpretação diferente não estão realmente lendo a Bíblia pelo que ela diz. ;;;;;Exceção: é possível que alguma diferença seja muito pequena, exista apenas em princípio ou seja feita para enfatizar, caso em que a falácia pode ser discutível. Treinador: Não quero que você tente pegar a bola, Eu quero que você pegue a bola! Na prática, isso significa a mesma coisa, mas o efeito pode ser motivador, especialmente em um contexto não argumentativo. ;;;Dica: Substitua a frase “vou tentar” em seu vocabulário por “farei o meu melhor”. Embora a mesma ideia na prática, perceptivamente significa muito mais. ;Referências: ;
Padrão duplo;;;;Descrição: Julgar duas situações por padrões diferentes quando, na verdade, você deveria estar usando o mesmo padrão. Isso é usado na argumentação para apoiar ou rejeitar injustamente um argumento. ;Forma Lógica: A pessoa 1 faz a afirmação X e dá a razão Y. A pessoa 2 faz a afirmação Z e dá a razão Y. A pessoa 1 rejeitou injustamente o motivo PORQUÊ, mas apenas para a reivindicação Z e não para a reivindicação X. ;Exemplo 1: Marido: Eu te proíbo de ir naquele clube de strip masculino! Isso é uma coisa completamente inapropriada para uma esposa fazer! Esposa: E quando você foi ao clube de strip feminino no ano passado? Marido: Isso foi só para me divertir e, além disso, é diferente. ;Explicação: O marido está colocando sua esposa em um padrão diferente sem articular o padrão. A maioria das pessoas também concordaria que o padrão é injusto. ;Exemplo #2: Católico: Sei que São Pedro responde às orações porque, quando rezo para ele, às vezes minhas orações são atendidas. Quando não são, é porque São Pedro sabe o que é melhor para mim. Protestante: Você percebe o quão tolo isso soa? Você pode dizer a mesma coisa sobre orar para uma caixa de correio. Católico: Como você sabe que Deus responde às orações? Protestante: Bem... eu... isso é diferente. ;Explicação: Muitas vezes ocorre dentro da religião onde os padrões aplicados a uma religião ou denominação para reivindicar a "verdade" não se aplicam aos argumentos de outras religiões ou denominações. Neste exemplo, o protestante está exigindo "evidências" mais fortes para a afirmação do católico do que ela exigiria para si mesma explicando como Deus responde às orações. ;;;;;Exceção: A falácia está no fato de que os padrões deveriam ser os mesmos, mas às vezes existem padrões legítimos diferentes. Por exemplo, os comentários de um presidente são mantidos em um padrão diferente dos comentários de uma estrela de reality show. ;Curiosidade: a posição padrão é de padrões iguais. Ninguém deveria ter que argumentar por isso, aquele que alega que os padrões não são iguais tem o ônus da prova. ;;;Referências: Esta é uma falácia lógica frequentemente usada na Internet. Nenhuma fonte acadêmica foi encontrada. ;
Falácia ecológica;;(também conhecido como: falácia de inferência ecológica) ;;Descrição: A interpretação de dados estatísticos onde as inferências sobre a natureza dos indivíduos são deduzidas da inferência para o grupo ao qual esses indivíduos pertencem. ;Forma Lógica: O grupo X tem a característica Y. A pessoa 1 está no grupo X. Portanto, a pessoa 1 possui a característica Y. ;Exemplo 1: Os homens pontuam melhor em matemática do que as mulheres. Jerry é um homem. Portanto, Jerry é melhor em matemática do que Sylvia, que é mulher. ;Explicação: O fato de os homens pontuarem melhor em matemática do que as mulheres é uma generalização do grupo. Isso não significa que qualquer homem terá uma pontuação melhor do que qualquer mulher em matemática. Suposições fundamentadas poderiam ser feitas se soubéssemos mais sobre as estatísticas. Por exemplo, se soubéssemos que os homens pontuaram em média 8% mais do que as mulheres, não poderíamos nem mesmo dizer que qualquer homem tem probabilidade de ser melhor em matemática do que qualquer mulher. Isso ocorre porque pode haver o que é chamado de distribuição desigual, ou seja, pode haver um pequeno grupo de mulheres que são muito ruins em matemática ou um pequeno grupo de homens que são muito bons em matemática que joga fora da curva. ;Exemplo #2: Um estudo foi feito recentemente mostrando que a frequência à igreja estava positivamente correlacionada com a longevidade do casamento, ou seja, os casais que frequentavam a igreja juntos com mais frequência eram mais propensos a permanecer casados. Isso realmente não deveria ser uma surpresa, considerando a visão geral do divórcio dentro da religião. O que isso não significa é que qualquer casal que não frequenta a igreja tem mais probabilidade de se divorciar do que qualquer casal que frequenta a igreja. ;Explicação: Para fazer essa afirmação, precisaríamos de mais informações sobre os dados brutos usados. Talvez apenas os fanáticos religiosos que vão à igreja diariamente tenham uma taxa de divórcio praticamente inexistente de, digamos, 2%. Então é possível que aqueles que nunca vão à igreja tenham uma taxa de divórcio menor do que aqueles que vão à igreja todos os domingos, mas por causa dos fanáticos, a distribuição não é distribuída igualmente. ;;;;;Exceção: Não é razoável fazer uma afirmação probabilística sobre qualquer membro de um grupo se os dados justificarem tal afirmação. Por exemplo, se 999 jujubas em uma jarra são vermelhas e uma é verde, podemos dizer que qualquer jujuba na jarra tem 99,9% de probabilidade de ser vermelha. ;Curiosidade: embora esta seja uma falácia estatística, é comumente estendida a situações cotidianas. Se você não se importa em entrar um pouco nas estatísticas, entender as falácias estatísticas pode melhorar a capacidade geral de raciocínio de alguém. ;;;Referências: ;
Equívoco;;(também conhecido como: doublespeak) ;;Descrição: Usar um termo ambíguo em mais de um sentido, tornando o argumento enganoso. ;Forma Lógica: O termo X é usado para significar Y na premissa. O termo X é usado para significar Z na conclusão. ;Exemplo 1: Eu quero ter um feliz Natal, mas me recuso a fazer o que a música sugere e tornar o Natal alegre. Não acho que a preferência sexual deva ter nada a ver com aproveitar o feriado. ;Explicação: A palavra “gay” significa espírito leve, alegre e alegre, não no sentido homossexual. ;Exemplo #2: O padre me disse que eu deveria ter fé. Tenho fé que meu filho vai se sair bem na escola este ano. Portanto, o padre deve ficar feliz comigo. ;Explicação: O termo “fé” usado pelo padre, estava no sentido religioso de acreditar em Deus sem provas suficientes, o que é diferente de ter “fé” em seu filho em que anos de bom desempenho passado levam à “fé” que você pode ter em seu filho. ;;;;;Exceção: O equívoco funciona muito bem quando tentativas deliberadas de humor estão sendo feitas. ;;;Dica: Ao suspeitar de equívocos, substitua a palavra com a mesma definição para todos os usos e veja se faz sentido. ;Referências: ;
falácia etimológica;;;;Descrição: A suposição de que o significado atual de uma palavra deve ser/é semelhante ao significado histórico. Essa falácia ignora a evolução da linguagem e o cerne da lingüística. Essa falácia geralmente é cometida quando alguém acha o significado histórico de uma palavra mais palatável ou propício ao seu argumento. Esta é uma forma mais específica do apelo à definição. ;Forma Lógica: X é definido como Y. X costumava ser definido como Z. Portanto, X significa Z. ;Exemplo 1: Elba: Não acredito que o crítico de arte disse que minha arte é horrível! Rowena: Ele deve ter dito isso no antigo sentido da palavra -- que sua obra de arte inspirou admiração! Elba: Sim! Isso faz sentido agora! ;Explicação: “Horrível” já significou “inspirar admiração”, mas há muito poucas pessoas, se é que existem, que continuam a usar o termo dessa maneira. Só porque a faz se sentir melhor, não se pode presumir. ;Exemplo #2: Steve: Eu acho fantástico que você e Sylvia vão se casar! Chuck: Não acredito que você acha que meu casamento só existe na minha imaginação! Afinal, é isso que significa fantástico. ;Explicação: Sim, é verdade que "fantástico" já foi mais comumente usado como existindo apenas na imaginação, mas o uso comum dessa palavra tem uma definição muito diferente. ;;;;;Exceção: Se uma definição falsa, “moderna”, for feita por uma fonte questionável, isso não tornará todas as outras fontes “históricas”. ;;;Dica: não chame uma dona de casa de “prostituta”, embora a palavra “prostituta” venha da palavra “dona de casa” e seja usada para se referir à dona de casa, não à mulher de má reputação a que se refere hoje. Eles não gostam disso. ;Referências: ;
Instalações Exclusivas;;(também conhecido como: falácia de premissas exclusivas) ;;Descrição: Um silogismo categórico de forma padrão que tem duas premissas negativas na forma de "nenhum X é Y" ou "alguns X não são Y". ;Formas Lógicas: Nenhum X é Y. Alguns Y não são Z. Portanto, alguns Z não são X. Nenhum X é Y. Nenhum Y é Z. Portanto, nenhum Z é X. ;Exemplo 1: Nenhum canguru é lutador de MMA. Alguns lutadores de MMA não são mórmons. Portanto, alguns mórmons não são cangurus. ;;Exemplo #2: Nenhum animal é um inseto. Alguns insetos não são cães. Portanto, alguns cães não são animais. ;;Exemplo #3: Nenhum animal é um inseto. Nenhum inseto é cachorro. Portanto, nenhum cachorro é animal. ;Explicação: Lembre-se porque as falácias são tão perigosas: porque elas parecem ser um bom raciocínio. A conclusão no exemplo nº 1 faz sentido, mas não segue logicamente -- é um argumento inválido. Com base nas duas primeiras premissas, não há como deduzir logicamente essa conclusão. Agora, veja os exemplos #2 e #3. Usamos a mesma forma lógica do argumento, cometendo a mesma falácia, mas mudando os termos fica muito mais claro que algo deu errado em algum lugar, e deu. Esse tipo de argumento, o silogismo categórico, não pode ter duas premissas negativas e ainda ser válido. Só porque a conclusão parece verdadeira, não significa que o argumento seja válido (ou forte, no caso de um argumento informal). ;;;Exceção: Sem exceções. ;;;Dica: aprenda a reconhecer as formas de falácias formais e você identificará facilmente argumentos formais inválidos. ;Referências: ;
falácia existencial;;(também conhecido como: instanciação existencial) ;;Descrição: Uma falácia lógica formal, que é cometida quando um silogismo categórico emprega duas premissas universais (“todas”) para chegar a uma conclusão particular (“algumas”). Em um silogismo categórico válido, se as duas premissas são universais, então a conclusão também deve ser universal. O raciocínio por trás dessa falácia fica claro quando você usa classes sem nenhum membro, e a conclusão afirma que existem membros dessa classe -- o que está errado. ;Forma Lógica: Todos os X são Y. Todos os Z são X. Portanto, alguns Z são Y. ;Exemplo 1: Todas as babás têm espinhas. Todos os membros do clube de babás são babás. Portanto, alguns membros do clube de babás têm espinhas. ;;Exemplo #2: Todas as criaturas da floresta vivem na floresta. Todos os leprechauns são criaturas da floresta. Portanto, alguns leprechauns vivem na floresta. ;Explicação: Em ambos os exemplos, a falácia é cometida porque temos duas premissas universais e uma conclusão particular, mas nossa conclusão do exemplo nº 1 faz sentido, não? Só porque a conclusão pode ser verdadeira, não significa que a lógica usada para produzi-la foi válida. É assim que testes como SAT e GRE nos ferram e, tecnicamente, no exemplo acima, todos os membros do clube de babás têm espinhas, não apenas alguns. Agora, olhe para o segundo exemplo. Mesma forma, mas quando usamos classes que obviamente (para a maioria das pessoas) não possuem membros (leprechauns), podemos ver que isso resulta em uma conclusão que é falsa. ;;;;;Exceção: Na verdade, há uma exceção a essa falácia formal - se estivermos usando estritamente a lógica aristotélica, então é permissível porque, aparentemente, Aristóteles não via problema em pressupor que as classes têm membros mesmo quando não nos dizem explicitamente que eles têm . ;;;Dica: ao fazer uma reclamação, seja o mais preciso possível no escopo da reclamação. Não diga apenas “os homens são bastardos”, diga “alguns homens são bastardos” ou, melhor ainda, “12,62% dos homens são bastardos”. ;Referências: ;
Analogia Estendida;;;;Descrição: Sugerindo que, porque duas coisas são semelhantes de alguma forma e uma dessas coisas é como outra coisa, então ambas as coisas devem ser como essa "outra coisa". Em essência, o reductio ad hitlerum é uma analogia estendida porque é a tentativa de associar alguém ao comportamento psicótico de Hitler por meio de uma conexão geralmente muito mais benigna. ;Forma Lógica: A é como B de alguma forma. C é como B de uma maneira diferente. Portanto, A é como C. ;Exemplo 1: Jennie: Qualquer um que não tenha problemas com o abate de animais para alimentação, não deveria, em princípio, ter problemas com uma raça alienígena avançada nos abatendo para alimentação. Carl: Fruitarians, as pessoas loucas que não comem nada, exceto frutas que caem da árvore, também são contra o abate de animais para alimentação. Você é louco como eles? ;Explicação: Embora eu ache que nunca poderei desistir do frango delicioso, Jennie faz uma boa observação por meio de uma analogia válida. Ignorando a tentativa de Carl de envenenar o poço usando argumentos por linguagem emotiva, ele está, por analogia estendida, afirmando que a "loucura" dos frutarianos também deve ser compartilhada por ela, já que ambos são parecidos porque compartilham uma visão sobre o uso de animais por comida. ;Exemplo #2: A ciência muitas vezes erra as coisas. Não foi até o início do século 20, quando a física de partículas surgiu, que os cientistas perceberam que o átomo não era a menor partícula existente. Então, talvez a ciência logo perceba que está errada sobre a idade do universo, a inexistência de um dilúvio global, a evolução e todos os outros fatos científicos que contradizem a Bíblia quando lidos literalmente. ;Explicação: Para ver essa falácia, vamos colocá-la na forma lógica, usando apenas a afirmação da evolução: P1. Pensar que o átomo era a menor partícula foi um erro da ciência. P2. A evolução também é um erro da ciência. C. Portanto, a ciência que pensa que o átomo é a menor partícula é como a ciência que pensa que a evolução é verdadeira. A premissa dois (P2) deve saltar como uma suposição ousada, embora não falaciosa. Lembre-se, as premissas não precisam ser verdadeiras para que o argumento seja válido, mas se ambas as premissas forem verdadeiras, a conclusão (C) segue? Não, por causa da falácia estendida. A razão é que se a evolução fosse falsa, não seria pela mesma razão que a ciência pensava que o átomo era a menor partícula. A ciência “errou” nesse caso porque não teve acesso a toda a verdade devido a descobertas ainda a serem feitas na época. Se a evolução estivesse errada, então todas as descobertas que foram feitas, os fatos que foram estabelecidos, o fundamento de muitas ciências que levaram a incontáveis avanços na medicina, estariam totalmente errados. Isso seria um erro de proporções e consequências inimagináveis, que desvendaria o cerne da compreensão e da investigação científicas. ;;;;;Exceção: Se alguém puder mostrar evidências de que a conexão entre todos os assuntos é a mesma, isso não é falacioso. É uma loucura pensar que as cenouras têm sentimentos. É uma loucura pensar que as vacas têm sentimentos. Portanto, os vegetarianos são tão loucos quanto os frutarianos.[1] ;;;Dica: não chame as pessoas de loucas – deixe esse tipo de avaliação psicológica para os profissionais licenciados. Você pode chamá-los de “malucos”. ;Referências: Esta é uma falácia lógica frequentemente usada na Internet. Nenhuma fonte acadêmica foi encontrada. ;
Falácia do fato para a ficção;;;;Descrição: Tentativa de apoiar uma narrativa ou argumento com fatos que não apóiam a narrativa ou o argumento. A característica distintiva da falácia de fato para ficção é a acusação de que aqueles que rejeitam sua conclusão estão rejeitando os fatos. ;Forma Lógica: Os fatos são declarados e deixados claros que são fatos. Portanto, alguma conclusão é verdadeira que não é suportada pelos fatos. Se você rejeitar a conclusão, estará rejeitando os fatos. ;Exemplo 1: FATO: Em média, 150.000 pessoas morrem todos os dias em todo o mundo. É uma loucura entrar em pânico com um vírus que, no auge, matava 8.000 pessoas por dia. Mas o que mais se pode esperar de um idiota como você, que rejeita os fatos? ;Explicação: É fato que, em média, 150.000 pessoas morrem todos os dias no mundo. Também é fato que, em seu pico na primavera de 2020, o Coronavírus matava cerca de 8.000 pessoas por dia. O que não está estabelecido é o que justifica o "pânico". "Pânico", ou talvez mais precisamente "preocupação séria", pode ser justificado de muitas outras maneiras além do número total de mortes históricas. Diante disso, não se segue que é "loucura entrar em pânico". Além disso, dizer ou escrever "FATO", seguido de uma acusação de rejeitar o fato, torna isso mais falacioso do que um non-sequitur padrão. ;Exemplo nº 2: Em maio de 2020, era comum ouvir acusações de "anticiência" lançadas contra pessoas que queriam a reabertura do país após o fechamento devido à pandemia de Covid-19. ;Explicação: "Anti-ciência" é semelhante a "anti-fato". Existem muitos fatos que apontam maneiras pelas quais o vírus pode se espalhar, e a reabertura do país aumentaria inquestionavelmente as chances de propagação do vírus. A ciência, no entanto, não faz julgamentos de valor. Por exemplo, um número X extra de mortes por semana justificaria que as pessoas voltassem ao trabalho? A ciência informa decisões políticas como essas, não os responde. Pode ser perfeitamente consistente concordar com a ciência (fatos) e ainda rejeitar o argumento de que estamos reabrindo o país "muito cedo". ;;;;;Exceção: Se não houver acusação de rejeição de fatos, podemos ter um non sequitur, mas não uma falácia de fato para ficção. Não é irracional afirmar um fato como a estatística de 150.000 mortes por dia e, em seguida, perguntar por que estamos tomando as medidas que tomamos por apenas 8.000 mortes? Esses tipos de perguntas provavelmente levarão a respostas que expõem as nuances dos argumentos. ;;;Dica: Tenha cuidado para não interpretar demais os fatos. Nossas mentes tendem a “ligar os pontos” para sustentar as narrativas que já aceitamos. ;Referências: Esta é uma falácia lógica original nomeada pelo autor. ;
Falha em Elucidar;obscurum per obscurius;;;Descrição: Quando a definição é mais difícil de entender do que a palavra ou conceito que está sendo definido. ;Forma Lógica: A pessoa 1 faz uma reclamação. A pessoa 2 pede esclarecimentos sobre a alegação ou um termo que está sendo usado. A pessoa 1 reafirma a afirmação ou termo de uma forma mais confusa. ;Exemplo 1: Tracy: Não gosto dele por causa de sua aura. TJ: O que você quer dizer com isso? Tracy: Quero dizer que ele está projetando um campo de radiação sutil e luminosa que é negativa. ;Explicação: Esta é uma falácia tão comum, mas raramente detectada como tal. Normalmente, por medo do constrangimento, aceitamos definições confusas como elucidações legítimas, ou seja, fingimos que o termo que foi definido agora está claro para nós. Qual é exatamente o campo? Como é detectado? Existem negativos e positivos? Como nós sabemos? ;Exemplo #2: Linda: Vivemos em um mundo cheio de espírito, Estou certo disso. Rob: O que é um “espírito”? Linda: Uma substância incorpórea. ;Explicação: Muitas vezes, nos enganamos pensando que, porque conhecemos outras palavras para o termo, entendemos melhor o que o termo realmente representa. O exemplo acima é uma ilustração disso. Podemos redefinir “espírito” quantas vezes quisermos, mas ainda faltará nossa compreensão do que realmente é um espírito. Supondo que não entendemos realmente o que significa “espírito”, a definição de “substância incorpórea” pode ou não lançar alguma luz sobre o significado do termo. Nesse caso, pode ficar mais claro agora que Linda não está se referindo a bebidas alcoólicas, mas conceitualmente, o que é uma substância não física? Se “substância” é definida como sendo matéria física ou material, uma substância “não-física” faz sentido? Raciocinamos falaciosamente que agora entendemos o que o termo representa quando, na verdade, não o fazemos. ;;;;;Exceção: alguns podem realmente não ter o vocabulário necessário -- isso não é culpa sua, mas você deve fazer o possível para tentar elucidar usando palavras compreensíveis para seu público. ;;;Dica: A falha em elucidar muitas vezes resulta em debates intermináveis e inúteis. Veja, por exemplo, a posição comum de que as armas não são um problema nos EUA. Muitas vezes vemos essa posição apresentada como um meme inútil, como "Armas não matam pessoas, pessoas matam pessoas". O que isso precisa é de um "portanto", seguido de uma conclusão. Por exemplo, "Armas não matam pessoas, pessoas matam pessoas. Portanto, devemos nos concentrar mais no que faz as pessoas usarem armas de forma violenta e menos em apenas proibir o uso de armas". Isso é muito diferente de "Armas não matam pessoas, pessoas matam pessoas. Portanto, qualquer pessoa deve ter permissão para portar qualquer tipo de arma sem restrições". Não perca seu tempo imaginando o argumento ou ponto que a outra pessoa está tentando fazer - peça esclarecimentos. ;Referências: ;
Precisão Falsa;;(também conhecido como: sobreprecisão, precisão falsa, precisão mal colocada, precisão espúria) ;;Descrição: Usar estatísticas implausivelmente precisas para dar a aparência de verdade e certeza, ou usar uma diferença insignificante nos dados para fazer inferências incorretas. ;Formas Lógicas: A estatística X é desnecessariamente precisa e tem probabilidade A de ser verdadeira. A estatística X é interpretada como tendo probabilidade A+B como sendo verdadeira. A estatística X representa a posição A. A estatística Y representa a posição B. A estatística Y é insignificantemente diferente da estatística X. A posição A é vista como significativamente diferente da posição B. ;Exemplo 1: Guia Turístico: Este fóssil aqui tem 120.000.003 anos. Convidado: Como você sabe disso? Guia Turístico: Porque quando comecei a trabalhar aqui há três anos, os especialistas fizeram algumas datações radiométricas e me disseram que tinha 120.000.000 anos. ;Explicação: Embora mais uma esquete cômica do que qualquer outra coisa, isso demonstra o raciocínio falacioso do guia turístico em sua suposição de que as datas fornecidas a ela eram precisas para o ano. ;Exemplo #2: A diferença entre o primeiro e o segundo em muitos casos é insignificante, estatisticamente, mas damos a essas diferenças um significado artificial. Quem foi a segunda pessoa a pisar na lua... poucos minutos depois de Neil Armstrong? Alguém se lembra quem é o segundo homem mais rápido do mundo, mesmo que ele chegue 0,01 segundos depois do vencedor do primeiro lugar? ;Explicação: muitas vezes atribuímos artificialmente um significado significativo a pequenas diferenças estatísticas. É uma falácia inferir que o primeiro colocado é “muito mais rápido” do que o segundo colocado, embora a diferença seja de 0,01 segundo. ;;;;;Exceção: Na realidade, pequenas diferenças estatísticas podem ter um impacto significativo, independentemente de nossa interpretação. Por exemplo, pular para fora do caminho de um carro 0,01 segundo depois pode significar a diferença entre um triz e a morte. ;;;Dica: não confunda precisão falsa com desempenho real. ;Referências: ;
Falácia do (o) meio não distribuído;;(também conhecido como: meio mal distribuído, termo médio não distribuído) ;;Descrição: Uma falácia formal em um silogismo categórico onde o termo médio, ou o termo que não aparece na conclusão, não é distribuído aos outros dois termos. ;Forma Lógica: Todos os A's são C's. Todos os B's são C's. Portanto, todos os A's são B's. ;Exemplo 1: Todos os leões são animais. Todos os gatos são animais. Portanto, todos os leões são gatos. ;Explicação: Somos enganados porque a conclusão faz sentido, então, por preguiça, aceitamos o argumento, mas o argumento é inválido e, ao inserir novos termos, como no próximo exemplo, podemos ver o porquê. ;Exemplo #2: Todos os fantasmas são imaginários. Todos os unicórnios são imaginários. Portanto, todos os fantasmas são unicórnios. ;Explicação: Embora possa haver fantasmas que sejam unicórnios, isso não decorre das premissas: a única coisa que as premissas nos dizem sobre fantasmas e unicórnios é que ambos são imaginários -- não temos informações de como eles estão relacionados entre si. ;;;;;;Curiosidade: sei de fonte segura que unicórnios fazem cocô de arco-íris. ;;;Referências: ;
Falácia de composição;;(também conhecido como: falácia de composição, falácia de exceção, indução defeituosa) ;;Descrição: Inferir que algo é verdadeiro para o todo a partir do fato de que é verdadeiro para alguma parte do todo. Isso é o oposto da falácia da divisão. ;Forma Lógica: A faz parte de B. A tem a propriedade X. Portanto, B tem a propriedade X. ;Exemplo 1: Cada tijolo naquele prédio pesa menos de meio quilo. Portanto, o edifício pesa menos de um quilo. ;;Exemplo #2: O hidrogênio não está molhado. O oxigênio não está molhado. Portanto, a água (H2O) não é molhada. ;;Exemplo #3: Seu cérebro é feito de moléculas. As moléculas não são a fonte da consciência. Portanto, seu cérebro não pode ser a fonte da consciência. ;Explicação: Incluí três exemplos que demonstram essa falácia do muito óbvio ao menos óbvio, mas igualmente falhos. No primeiro exemplo, é óbvio porque o peso é cumulativo. No segundo exemplo, sabemos que a água é úmida, mas só experimentamos a propriedade de umidade quando as moléculas são combinadas e em grande escala. Isso introduz o conceito de propriedades emergentes, que quando ignoradas, tendem a promover o pensamento mágico. O exemplo final é um argumento comum feito para uma explicação sobrenatural para a consciência. Superficialmente, é difícil imaginar uma coleção de moléculas resultando em algo como consciência porque estamos focando nas propriedades das partes (moléculas) e não em todo o sistema, que incorpora emergência, movimento, uso de energia, temperatura ( vibração), ordem e outras propriedades relacionais. ;;;Exceção: Se o todo estiver muito próximo da similaridade das partes, então mais suposições podem ser feitas das partes para o todo. Por exemplo, se abrirmos um saquinho de batatas fritas e descobrirmos que a primeira é deliciosa, não é falacioso concluir que o lanche inteiro (todas as batatinhas, menos o saquinho) será igualmente delicioso, mas não podemos dizer o mesmo para uma daquelas sacolas gigantes de tamanho familiar, porque a maioria de nós estaria vomitando após cerca de 10 minutos de nosso frenesi de comer batatas fritas. ;;;Dica: Vale a pena dedicar alguns minutos do seu tempo para pesquisar o tema “emergência”. ;Referências: ;
